floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,sw_psf,vol_per_area_in,M0_kipft,qu_psf,punch_ratio,punch_ok,vu_max_psi,has_studs,n_stud_cols,stud_rails_max,stud_per_rail_max,defl_ratio,defl_ok,defl_in,defl_limit_in,col_min_in,col_max_in,col_rho_max,As_cs_in2,As_ms_in2,As_total_in2,integrity_ok,n_transfer_bars,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft,fdn_n_sized,fdn_n_groups,fdn_max_B_ft,fdn_max_L_ft,fdn_max_D_in,fdn_max_util,fdn_conc_vol_ft3,fdn_steel_vol_in3,fdn_ok,min_h_rule,LD_ratio,ddm_eligible
flat_slab,16.0,16.0,12.007874015748031,40.0,MDDM,5.821999522786926,72.08535207543687,5.821999522786926,78.58791843326493,178.2168861448048,0.7724905149722543,true,146.5697698913236,false,0,0,0,0.06536367017054028,true,0.03488349851621135,0.5336832895888015,14.0,14.0,0.0616,6.199999999999999,2.4,8.6,false,0,3.557,2.25,2.6684164479440073,2.6684164479440073,16,3,3.25,3.25,12.0,0.963,117.2,1535.8,true,ACI,0.43478260869565216,true
flat_slab,16.0,16.0,12.007874015748031,40.0,DDM (Full),5.821999522786926,72.08535207543687,5.821999522786926,78.58791843326493,178.2168861448048,0.7724905149722543,true,146.5697698913236,false,0,0,0,0.06536367017054028,true,0.03488349851621135,0.5336832895888015,14.0,14.0,0.062,6.599999999999999,2.4,8.999999999999998,true,0,0.031,2.25,2.6684164479440073,2.6684164479440073,16,3,3.25,3.25,12.0,0.963,117.2,1535.8,true,ACI,0.43478260869565216,true
flat_slab,16.0,16.0,12.007874015748031,40.0,EFM (HC),5.821999522786926,72.08535207543687,5.821999522786926,76.94995935429894,174.5024224905242,0.7211297430604289,true,136.82474859377746,false,0,0,0,0.06536367017054028,true,0.03488349851621135,0.5336832895888015,14.0,14.0,0.03013888888888889,7.800000000000001,2.4,10.2,false,0,3.201,2.25,2.6684164479440073,2.6684164479440073,16,3,3.25,3.25,12.0,0.963,117.2,1535.8,true,ACI,0.43478260869565216,true
flat_slab,16.0,16.0,12.007874015748031,40.0,EFM (ASAP),5.821999522786926,72.08535207543687,5.821999522786926,76.94995935429894,174.5024224905242,0.5628957011902755,true,106.80195005272942,false,0,0,0,0.06536367017054028,true,0.03488349851621135,0.5336832895888015,14.0,14.0,0.03013888888888889,7.800000000000001,2.4,10.2,true,0,0.268,2.25,2.6684164479440073,2.6684164479440073,16,3,3.25,3.25,12.0,0.963,117.2,1535.8,true,ACI,0.43478260869565216,true
flat_slab,16.0,16.0,12.007874015748031,40.0,FEA,5.821999522786926,72.08535207543687,5.821999522786926,76.94995935429894,174.5024224905242,0.7639778457427759,true,144.95460446735666,false,0,0,0,0.10808752951927535,true,0.05768450831737355,0.5336832895888015,14.0,14.0,0.062,7.6,2.4,10.0,true,0,5.202,2.25,2.6684164479440073,2.6684164479440073,16,3,3.25,3.25,12.0,0.963,117.2,1535.8,true,ACI,0.43478260869565216,true
flat_slab,16.0,16.0,12.007874015748031,50.0,MDDM,5.821999522786926,72.08535207543687,5.821999522786926,85.64340415143964,194.2168861448048,0.8418433608609064,true,159.7285472046907,false,0,0,0,0.08170458771317532,true,0.04360437314526418,0.5336832895888015,14.0,14.0,0.062,6.599999999999999,2.4,8.999999999999998,false,0,0.054,2.25,2.6684164479440073,2.6684164479440073,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,ACI,0.5434782608695652,true
flat_slab,16.0,16.0,12.007874015748031,50.0,DDM (Full),5.821999522786926,72.08535207543687,5.821999522786926,85.64340415143964,194.2168861448048,0.8418433608609064,true,159.7285472046907,false,0,0,0,0.08170458771317532,true,0.04360437314526418,0.5336832895888015,14.0,14.0,0.024444444444444446,7.2,2.4,9.6,true,0,0.04,2.25,2.6684164479440073,2.6684164479440073,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,ACI,0.5434782608695652,true
flat_slab,16.0,16.0,12.007874015748031,50.0,EFM (HC),5.821999522786926,72.08535207543687,5.821999522786926,84.00544507247366,190.50242249052422,0.7872790529466887,true,149.37569768710992,false,0,0,0,0.08170458771317532,true,0.04360437314526418,0.5336832895888015,14.0,14.0,0.034444444444444444,8.600000000000001,2.4,11.0,true,0,0.048,2.25,2.6684164479440073,2.6684164479440073,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,ACI,0.5434782608695652,true
flat_slab,16.0,16.0,12.007874015748031,50.0,EFM (ASAP),5.821999522786926,72.08535207543687,5.821999522786926,84.00544507247366,190.50242249052422,0.6145071979850174,true,116.59454305204127,false,0,0,0,0.08170458771317538,true,0.043604373145264205,0.5336832895888015,14.0,14.0,0.034444444444444444,8.6,2.4,10.999999999999998,true,0,0.092,2.25,2.6684164479440073,2.6684164479440073,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,ACI,0.5434782608695652,true
flat_slab,16.0,16.0,12.007874015748031,50.0,FEA,5.821999522786926,72.08535207543687,5.821999522786926,84.00544507247366,190.50242249052422,0.8777601485882521,true,166.5432785320024,false,0,0,0,0.1365552643187437,true,0.07287726267229544,0.5336832895888015,14.0,14.0,0.062,7.3999999999999995,2.4,9.799999999999999,true,0,1.738,2.25,2.6684164479440073,2.6684164479440073,16,3,3.5,3.5,12.0,0.907,124.0,1592.6,true,ACI,0.5434782608695652,true
